file,species,angular_second_moment,contrast,correlation,variance,idm,sum_average,sum_variance,sum_entropy,entropy,difference_variance,difference_entropy,information_measure_of_correlation_1,information_measure_of_correlation_2
BBTS1 (76),Buff,7.310056679,1.356917485,0.878710094,18.67982489,9.556810042,19.52224248,8.873953358,10.82045417,6.718271023,9.312498174,-1.430328708,-7.373337029,15.51263019
BBTS1 (77),Buff,8.819421001,1.169006338,0.752759434,19.07135018,9.137530109,19.93127516,9.485758365,10.06081888,6.166779189,10.20826537,-2.10843055,-8.351495374,15.87538717
BBTS1 (8),Buff,5.901037374,1.398829444,1.013654138,17.90069932,10.48192173,18.71080915,7.872026969,11.70504536,7.234414833,9.102033669,-1.270973655,-8.273445641,16.82318978
BBTS1 (81),Buff,6.713270784,1.514165899,0.944791873,18.51492696,9.788447667,19.35046105,8.59455774,11.29474677,7.109278717,8.836330795,-1.021906368,-7.013100099,15.50608873
BBTS1 (88),Buff,5.422516668,1.573795657,1.05394571,17.45730596,10.99231417,18.24938628,7.388919623,11.85792785,7.430650092,8.32533353,-0.70097399,-6.851321325,15.6167553
BBTS1 (89),Buff,5.465737028,1.534972482,1.02888258,17.31436821,11.2133511,18.10030585,7.233288709,11.95479857,7.459644706,8.443698603,-0.793337893,-7.260026731,16.05561053
BBTS1 (95),Buff,6.719694882,1.306499745,0.938868127,18.46309252,9.805476603,19.2952263,8.546059192,11.25952255,6.918190085,9.452012046,-1.553636834,-8.402536218,16.65503009
BBTS1 (98),Buff,7.878381104,1.542236545,0.560731938,15.50455977,13.91342043,16.21442612,5.779542215,10.80526102,6.894392997,8.736543245,-0.925260905,-5.555267423,13.74077189
BBTS8 (1),Buff,8.247371516,1.201069898,0.492998083,14.87458612,15.13995122,15.55941603,5.399498146,10.00204753,6.214589154,10.19831827,-2.040804058,-7.984780761,15.59668821
BBTS8 (10),Buff,7.291410405,1.680300369,0.667312421,16.24443787,12.71091126,16.98490482,6.37275584,11.16519037,7.181260054,8.339121958,-0.599120122,-5.460758388,13.86606443
BBTS8 (100),Buff,6.677025067,1.829834587,0.645667885,15.23503762,14.60188634,15.93255837,5.391864723,11.74769203,7.626177491,8.224329186,-0.411081635,-5.778575446,14.59705795
BBTS8 (11),Buff,5.555682201,1.979970268,0.924477377,16.55930875,12.28944667,17.31365328,6.448668892,12.27609114,7.997216039,7.248888486,0.238270221,-4.944903977,13.85780694
BBTS8 (13),Buff,6.273748988,1.993264437,0.64478264,14.7443941,15.52797422,15.42342796,5.035697917,11.44297537,7.570458431,7.804522712,-0.057086911,-4.559064077,13.03217839
BBTS8 (14),Buff,8.449227232,1.540746481,0.533761031,15.68829546,13.66658725,16.4062134,5.994313455,10.54256386,6.755931689,8.894337008,-1.013178613,-5.605450402,13.67738185
BBTS8 (15),Buff,8.612433478,1.41331489,0.547719484,16.04828916,13.01531956,16.77837468,6.328265755,10.49286396,6.632869035,9.389913622,-1.397582892,-6.7483613,14.80842979
BBTS8 (17),Buff,8.762280456,1.229004731,0.541106849,16.10221433,12.81566225,16.8374335,6.433380486,10.17855243,6.301094592,9.756423877,-1.775345506,-7.168216614,14.9189102
BBTS8 (18),Buff,6.630024042,1.615304051,0.696590424,15.75463677,13.79088228,16.47542143,5.783296084,12.07594925,7.624587205,8.31640337,-0.635438646,-6.939900029,15.86592734
BBTS8 (2),Buff,8.768352132,1.053312888,0.470287876,14.99486786,14.92284931,15.68551405,5.529983484,9.856896941,6.013009081,10.59639797,-2.403716123,-8.942355227,16.22384299
BBTS8 (20),Buff,7.288867934,1.472998973,0.656006346,16.08514065,13.09407205,16.8199367,6.198551615,11.37422027,7.127126,8.83937089,-1.052198186,-7.00241539,15.50835311
BBTS8 (21),Buff,8.642408497,1.418681451,0.546332999,16.06850345,12.91736519,16.80243516,6.385020371,10.2624937,6.50273321,9.200823908,-1.293231638,-5.86049888,13.74517304
BBTS8 (22),Buff,9.115177624,1.28215426,0.52018787,16.11476474,12.85944343,16.8490551,6.490391177,9.963297862,6.240820094,9.72593235,-1.704646143,-6.79748543,14.48976151
BBTS8 (23),Buff,10.48667714,0.957909932,0.437354118,15.89214783,13.10285783,16.61878728,6.46969888,9.026640978,5.489432172,11.03389266,-2.746579402,-8.522326919,15.30394225
BBTS8 (24),Buff,7.765557139,1.544553129,0.600807203,15.9199162,13.33996533,16.64713767,6.101738184,11.08065505,7.029887394,8.710239665,-0.917966508,-6.167585663,14.54521714
BBTS8 (26),Buff,7.433619637,1.687902027,0.647190608,16.1629,12.80556862,16.90172035,6.319159068,11.05059166,7.12699446,8.28333008,-0.561795428,-5.151445725,13.44668974
BBTS8 (27),Buff,7.863435324,1.627123678,0.533965025,15.11213408,14.69794457,15.80522966,5.490936287,10.56770091,6.84270646,8.797465378,-0.887854672,-5.310493263,13.40717985
BBTS8 (28),Buff,8.750687833,1.529772774,0.518707545,15.75667863,13.47005295,16.47788599,6.103461023,10.27191936,6.61654687,9.038561925,-1.099504827,-5.359678519,13.27096723
BBTS8 (29),Buff,6.971828385,1.943723663,0.660619493,15.77284278,13.67350449,16.49121052,5.854792371,11.72101092,7.674856079,7.821205789,-0.102935092,-5.156268599,13.88354578
BBTS8 (3),Buff,7.552827245,1.835530981,0.565031196,15.22013707,14.51687115,15.91516175,5.517148372,10.93550359,7.173694953,8.473538188,-0.557238174,-5.048359412,13.35814658
BBTS8 (30),Buff,7.846929395,1.561009809,0.58493192,15.79038037,13.55292751,16.51210044,5.981250089,11.12049503,7.080646809,8.821843444,-0.956088366,-6.337345987,14.77286293
BBTS8 (32),Buff,7.912728584,1.614605582,0.547781353,15.3556032,14.23006144,16.05806966,5.666631187,10.73975142,6.918133439,8.86306555,-0.937495718,-5.689235566,13.91553241
BBTS8 (33),Buff,11.07003048,0.834921378,0.39332162,15.49362092,13.80476461,16.20446135,6.213527022,8.506346575,5.12457918,11.66883731,-3.230841564,-9.598638794,15.75232685
BBTS8 (35),Buff,8.02056289,1.534995761,0.580074347,15.91419648,13.25502486,16.6413865,6.137518364,10.84973108,6.912443426,8.835673724,-0.989371258,-5.976965018,14.23549459
BBTS8 (36),Buff,8.4842739,1.436519545,0.504339814,15.27895177,14.34260257,15.9795154,5.687802885,10.27417269,6.544650247,9.43193716,-1.402606024,-6.258912244,14.21568387
BBTS8 (37),Buff,9.510363043,0.9026262,0.431377498,14.98994779,14.83769804,15.6795673,5.672764966,9.034526128,5.447125148,11.21561977,-2.904956491,-9.486926392,16.0485613
BBTS8 (38),Buff,8.263271417,1.300857676,0.576668656,16.11198423,12.95447599,16.84796273,6.364357283,10.61967492,6.589353097,9.424277251,-1.527551019,-7.416410506,15.4297027
BBTS8 (39),Buff,6.215830533,1.907391687,0.811740101,16.47421511,12.39654249,17.22115277,6.456562526,11.80510423,7.688239121,7.505790273,0.040839589,-4.840321577,13.49348059
BBTS8 (4),Buff,9.125760438,1.304966995,0.478256174,15.46164366,13.92048311,16.1701992,5.920336527,9.855060951,6.220032114,9.792471476,-1.714286942,-6.438151318,14.10537847
BBTS8 (40),Buff,8.882856075,1.457469702,0.497655337,15.55262484,13.81711998,16.26441693,5.950120411,10.12535055,6.480483658,9.271855978,-1.290782443,-5.666923935,13.50907049
BBTS8 (42),Buff,9.018407369,1.331221632,0.486760868,15.50035088,13.89724926,16.21166262,5.925671009,10.01599642,6.313465011,9.572124113,-1.572856933,-6.246746597,13.98846679
BBTS8 (43),Buff,8.947814234,1.369183363,0.519569683,15.95302882,13.10745594,16.68257803,6.311369138,10.1116366,6.393049522,9.428813394,-1.459433824,-6.167224056,13.98078833
BBTS8 (44),Buff,9.195109845,1.394689079,0.489382229,15.70698982,13.47131531,16.42502993,6.12543898,9.908834986,6.316305757,9.536478496,-1.49447409,-5.818975743,13.53128863
BBTS8 (46),Buff,8.680703788,1.597706541,0.514129787,15.62469194,13.6543241,16.33741561,5.987092507,10.24754342,6.63675728,8.980954472,-1.018820888,-5.100413187,12.98346955
BBTS8 (47),Buff,8.301769017,1.486855803,0.516618536,15.29215838,14.28323533,15.99353795,5.677305633,10.38260831,6.634773626,9.286028864,-1.28113167,-6.016641575,14.03516688
BBTS8 (48),Buff,8.720643158,1.300112643,0.501530232,15.45629937,14.00943829,16.16463565,5.845800445,10.24343986,6.409205224,9.61668388,-1.625323533,-6.778510997,14.63219385
BBTS8 (5),Buff,7.660833718,1.846838399,0.604141227,15.8502267,13.39181493,16.56796168,6.003952359,11.27213308,7.364173918,8.646318959,-0.659007421,-5.824812747,14.44151393
BBTS8 (50),Buff,7.745022799,1.643568718,0.586546644,15.72189343,13.53688111,16.44142323,5.952202685,10.88720458,7.009105805,8.337316016,-0.622311801,-4.888612906,13.02624063
BBTS8 (51),Buff,5.643002586,1.83446776,0.756317911,15.06033929,15.11462891,15.75071518,5.107012703,12.63153134,8.088095678,7.991897354,-0.288950332,-6.699475034,15.98788266
BBTS8 (52),Buff,8.127263044,1.492816061,0.544134437,15.52297331,13.89438686,16.23372283,5.826078932,10.64420611,6.766346243,8.884779858,-1.051044632,-5.699931389,13.79607587
BBTS8 (53),Buff,8.290492386,1.401665999,0.512583196,15.22209652,14.43706353,15.92140584,5.631566166,10.29554928,6.519003592,9.238124006,-1.323248331,-5.973292827,13.88326541
BBTS8 (54),Buff,9.535403948,1.062831454,0.490501171,16.01903746,12.90175968,16.75134245,6.463193156,9.645459501,5.893573816,10.52310827,-2.359167843,-8.19960963,15.46210345
BBTS8 (55),Buff,5.648420123,2.149744534,0.869520735,16.19531678,12.91710116,16.93258142,6.0831175,12.48670097,8.256167198,7.090875963,0.46072534,-4.691824242,13.70882204
BBTS8 (57),Buff,7.506631392,1.317201827,0.535469454,14.75676136,15.46339185,15.43699736,5.212375913,10.49693543,6.559889479,9.435315489,-1.506811062,-7.035839025,15.03064422
BBTS8 (58),Buff,9.616403626,1.114975965,0.444406245,15.31113354,14.21974456,16.01396675,5.873622061,9.418408642,5.82143264,10.34495751,-2.203610013,-7.385766744,14.64239732
BBTS8 (59),Buff,7.835523581,1.51397964,0.544727157,15.23295603,14.47517738,15.93180152,5.566251955,10.71429491,6.826544458,8.871710868,-1.025109088,-5.82102705,13.98810646
BBTS8 (6),Buff,9.159032151,1.226676507,0.464917821,15.26005902,14.41293789,15.96055418,5.757962956,9.835630487,6.152173894,10.22172513,-2.026964277,-7.660034802,15.23300517
BBTS8 (60),Buff,8.268079903,1.452619233,0.510568647,15.16647741,14.63067699,15.86325175,5.577876246,10.35356727,6.585626405,9.158663801,-1.235281286,-6.013930754,13.9870901
BBTS8 (61),Buff,6.783642967,1.771815188,0.679841303,15.77142658,13.59198694,16.49248096,5.840088919,11.78201455,7.588133276,8.041596977,-0.357843211,-5.643898479,14.41012094
BBTS8 (62),Buff,7.064744887,1.779820406,0.599785186,15.13516246,14.73333585,15.82967809,5.381722679,11.30303227,7.334008508,8.252124868,-0.46910858,-5.243260902,13.72614628
BBTS8 (64),Buff,8.910476841,1.285064541,0.487159667,15.40947954,14.06001731,16.11575467,5.844282728,10.01823336,6.270520808,9.633025305,-1.650653419,-6.476800379,14.19201615
BBTS8 (66),Buff,6.724401877,1.705841015,0.617558684,14.96060151,15.11897536,15.64945833,5.221742043,11.39311515,7.341166485,8.180918159,-0.481515316,-5.390353663,13.90950306
BBTS8 (67),Buff,8.651787056,1.179564846,0.481917191,15.08234825,14.72010587,15.77613673,5.579137148,9.962963575,6.166789009,10.09110989,-1.998872428,-7.637793509,15.22860526
BBTS8 (68),Buff,9.357175344,1.166487972,0.457829105,15.31953607,14.22351762,16.02226357,5.835287328,9.667025313,6.002716154,10.21901314,-2.082919644,-7.375078204,14.82030507
BBTS8 (69),Buff,9.377414441,1.00417179,0.440477325,15.03771074,14.75853453,15.72891575,5.667543025,9.277274236,5.662467921,10.83508306,-2.587361087,-8.619606644,15.57669032
BBTS8 (7),Buff,9.693672791,1.287540222,0.471166521,15.84314879,13.24505291,16.56824631,6.322901708,9.524763249,6.016217396,9.735526748,-1.701946658,-5.874739641,13.30952591
BBTS8 (70),Buff,8.606706586,1.34179954,0.490973504,15.18468953,14.57105411,15.88255642,5.630871299,10.15734325,6.398831289,9.596116767,-1.576053954,-6.692235824,14.5319822
BBTS8 (72),Buff,6.706884546,1.917876469,0.687305915,15.76414112,13.61294603,16.48296934,5.818607696,11.86556711,7.742496378,7.859113215,-0.144204935,-5.309676607,14.1272249
BBTS8 (73),Buff,7.378167258,1.668348808,0.60489046,15.55189845,13.91475221,16.26381114,5.739763097,11.27372146,7.24626933,8.433342027,-0.653673043,-5.651387134,14.14394459
BBTS8 (75),Buff,6.299226735,1.810300768,0.737809371,15.79557206,13.56178288,16.51722196,5.799066217,12.13155885,7.804436335,7.915438253,-0.261243646,-5.86309368,14.83740302
BBTS8 (77),Buff,6.303254758,1.783836598,0.746467575,15.89257513,13.45237689,16.61997661,5.883670495,12.14177452,7.780227121,7.831226399,-0.237390826,-5.857834328,14.80980251
BBTS8 (78),Buff,6.574678546,1.893717238,0.667150904,15.3712271,14.31316812,16.07627242,5.496921168,11.76424656,7.671094232,7.678921608,-0.059167035,-4.804930485,13.43083878
BBTS8 (79),Buff,8.649254754,1.385702128,0.492723599,15.25824606,14.38021571,15.95965422,5.701292743,10.09167434,6.394948092,9.339017852,-1.393299527,-5.912370975,13.70215179
BBTS8 (8),Buff,7.065042725,1.645047143,0.682656438,16.15371611,12.91426871,16.89091762,6.244604056,11.41772206,7.284003408,8.286402328,-0.601004969,-5.784144638,14.32787692
BBTS8 (80),Buff,6.989488886,1.820773905,0.606785446,15.1407723,14.70992678,15.835407,5.385472095,11.30065371,7.376618166,8.160825651,-0.382082683,-5.021066565,13.48458693
BBTS8 (81),Buff,7.602952184,1.624263839,0.589554156,15.60091274,13.78255367,16.31454449,5.814966381,11.08016785,7.10452671,8.552401321,-0.758882698,-5.568150609,13.92944229
BBTS8 (82),Buff,6.718939476,1.930755439,0.644432353,15.28675304,14.42553955,15.98806979,5.461539012,11.54794721,7.592704972,7.701408581,-0.039964696,-4.454056459,12.9053263
BBTS8 (83),Buff,7.767379961,1.462304653,0.546628744,15.18219897,14.60543648,15.87961007,5.508712244,10.81952651,6.841475545,9.093490959,-1.192152125,-6.515039635,14.75360689
BBTS8 (84),Buff,9.855947583,1.122014972,0.451609035,15.63860361,13.5642345,16.35534647,6.160511175,9.418461942,5.833110947,10.34370646,-2.194466406,-7.19903495,14.47606775
BBTS8 (87),Buff,7.320912602,1.631632679,0.622259644,15.70601923,13.64778052,16.42456246,5.854508884,11.3904343,7.276524594,8.581004616,-0.769828177,-6.138753443,14.7238047
BBTS8 (88),Buff,7.009400474,1.626211793,0.585464889,14.88895863,15.20760556,15.57401895,5.216531874,11.08573446,7.115813178,8.647499852,-0.804264172,-5.844255011,14.25814099
BBTS8 (89),Buff,7.479641975,1.563423403,0.570184219,15.19291502,14.6921532,15.88858902,5.458032341,11.18985627,7.113090355,8.987933573,-1.046743717,-6.880947652,15.37459617
BBTS8 (9),Buff,6.775215425,1.57362492,0.733420396,16.37638185,12.55840996,17.12351962,6.430220897,11.51825079,7.276134746,8.426178653,-0.739223246,-6.395977616,15.00181424
BBTS8 (90),Buff,5.882000022,2.003795782,0.867647121,16.53890824,12.31726162,17.29073446,6.464705113,12.08756563,7.918409788,7.289522825,0.236889111,-4.746576701,13.53932527
BBTS8 (91),Buff,5.778796705,1.964394433,0.739195547,15.0888707,15.13986437,15.78234581,5.149087514,12.49460872,8.123090583,7.444333764,0.125372902,-5.466681378,14.604417
BBTS8 (92),Buff,7.911124918,1.555491912,0.565783163,15.60154757,13.80495278,16.31462877,5.845505386,10.93051655,6.977406014,8.838339717,-0.969675367,-5.97407003,14.28747293
BBTS8 (93),Buff,5.769508426,2.030263835,0.786811818,15.55264316,14.17268736,16.26232762,5.491954484,12.74979797,8.298411833,7.533541638,0.119388725,-5.886616447,15.23975215
BBTS8 (94),Buff,6.564850872,1.707381521,0.619402224,14.77953948,15.60672525,15.45895261,5.04580486,11.6132519,7.456704565,8.490344881,-0.655443004,-6.34908431,15.10395746
BBTS8 (95),Buff,7.750928413,1.328260904,0.529924058,14.92936286,15.0737535,15.61621381,5.347736147,10.53892137,6.605056933,9.576515402,-1.570294104,-7.207852752,15.24499614
BBTS8 (97),Buff,8.125595297,0.964634629,0.485852507,14.6345934,15.74942022,15.31000574,5.220119856,9.947094438,5.985711604,10.90863942,-2.667685479,-10.22097147,17.21985612
BBTS8 (98),Buff,8.156471017,1.134618433,0.50060011,14.89523079,15.16459335,15.57987507,5.376319317,10.24345349,6.279527981,10.28370049,-2.150201236,-8.693569088,16.29047025
BBTS8 (99),Buff,8.178006733,1.341741332,0.510801054,15.08499751,14.68899528,15.77845182,5.525395033,10.24352965,6.440274506,9.468275421,-1.505841174,-6.44670043,14.31968288
CBTS3 (1),Cow,7.77330763,0.665170391,0.699269937,17.15974989,11.36496216,17.93766397,7.46798764,10.23536178,5.912607178,12.50195381,-3.901683243,-15.46488293,20.55582658
CBTS3 (10),Cow,8.736158596,0.885083011,0.505205746,15.47278701,14.31622178,16.18133742,5.803746032,10.75526884,6.368670141,11.34227674,-2.99344015,-12.62024593,19.31943273
CBTS3 (12),Cow,7.115651902,1.327104551,0.630917433,15.52466422,14.49080519,16.23592027,5.607439261,12.10102654,7.433602692,9.610336765,-1.596323673,-9.756712972,18.25134877
CBTS3 (13),Cow,7.934735264,0.594632891,0.620558411,16.30330144,12.76712278,17.0461865,6.596407058,10.59370724,6.06469988,12.88946394,-4.20504271,-17.12170597,21.57293747
CBTS3 (14),Cow,7.461716433,0.528352169,0.750398383,17.3721696,11.22294077,18.15960635,7.667925341,10.42443504,5.925509869,13.36673235,-4.576638951,-18.477146,22.07988137
CBTS3 (15),Cow,7.395513075,0.576608544,0.746027994,17.24423616,11.3771091,18.02697802,7.532754415,10.43847698,5.961522816,13.05729435,-4.336142905,-17.57401682,21.6905161
CBTS3 (16),Cow,10.55879777,0.50387863,0.44173035,15.98909292,13.07378671,16.71910917,6.625961883,8.85913707,5.074081408,13.43098051,-4.634715077,-16.77355317,20.30326463
CBTS3 (17),Cow,8.844038603,0.541526048,0.570231811,16.56488805,12.19912454,17.31904031,7.01973261,9.638202649,5.51312713,13.22973091,-4.471143638,-17.09257803,20.98428929
CBTS3 (18),Cow,9.041266965,0.541879166,0.562151364,16.64386214,12.04751885,17.40080171,7.12523543,9.471566109,5.424356709,13.20561345,-4.45325992,-16.7865809,20.72901202
CBTS3 (2),Cow,7.254861113,0.684459747,0.735221463,16.94723559,11.80959411,17.71655795,7.153980113,10.82612514,6.246626594,12.38376844,-3.81166401,-15.94452126,21.15237421
CBTS3 (20),Cow,9.343235289,0.487584926,0.51824352,16.24389463,12.69156736,16.98435465,6.7650558,9.403083197,5.3532339,13.5446417,-4.722213475,-17.88222407,21.20091253
CBTS3 (21),Cow,8.576087393,0.663416463,0.575214875,16.36486614,12.59764268,17.11079931,6.704249046,10.26307559,5.9326263,12.52153377,-3.916834909,-15.56195103,20.62891137
CBTS3 (23),Cow,8.96772237,0.608027954,0.476175141,15.2099063,14.84664562,15.90779193,5.692231712,10.20724219,5.872702373,12.77667838,-4.119587343,-16.34765768,20.98345798
CBTS3 (25),Cow,9.924469519,0.481500495,0.469066705,15.94302088,13.21917796,16.67118382,6.517558655,9.23597179,5.263945194,13.57068924,-4.744399339,-17.74940881,21.03118952
CBTS3 (26),Cow,9.277351598,0.58244075,0.505029864,15.97104254,13.2170742,16.7009096,6.427424932,9.821484274,5.641216033,12.94995233,-4.255425232,-16.35049207,20.73893939
CBTS3 (27),Cow,8.963366634,0.520987212,0.573749054,16.73877143,11.91175096,17.49977207,7.23073969,9.41692393,5.379912214,13.35919767,-4.573990024,-17.25106459,20.91615978
CBTS3 (28),Cow,6.90674178,1.060126833,0.740392252,16.57874474,12.43660465,17.33293091,6.631491645,11.61798047,6.938818874,10.48214612,-2.342667054,-11.63707145,19.21269168
CBTS3 (3),Cow,9.577356502,0.531902715,0.513209405,16.38783654,12.39996518,17.13420469,6.927513311,9.222607304,5.280494867,13.2856797,-4.516747232,-16.70218714,20.51704384
CBTS3 (31),Cow,8.988620671,0.505877024,0.694963896,18.47240765,9.764734353,19.30603378,9.091576549,9.092261237,5.187876635,13.54731568,-4.721389589,-17.6670033,20.89900987
CBTS3 (32),Cow,8.62352283,0.500549266,0.605637745,16.8468538,11.81802129,17.61226573,7.300813284,9.624561746,5.48023195,13.48540916,-4.674886811,-17.9822126,21.39014505
CBTS3 (33),Cow,8.09246022,0.529706421,0.69760513,17.51025445,10.87492612,18.30336332,7.99835945,9.43252536,5.387969014,13.36001202,-4.573020792,-17.37882295,20.98916577
CBTS3 (34),Cow,8.453319458,0.498465504,0.644057098,17.20802254,11.2543219,17.98854043,7.716525321,9.322168972,5.308725857,13.51020104,-4.694491012,-17.72933104,21.07309772
CBTS3 (35),Cow,9.067730628,0.49976155,0.559787546,16.62872962,12.09194106,17.38563909,7.131774709,9.396973407,5.357384715,13.48204211,-4.671966281,-17.67555022,21.10103838
CBTS3 (36),Cow,9.185787362,0.476968214,0.528879923,16.25834648,12.73121532,16.99898301,6.744853446,9.597428887,5.452393031,13.58553613,-4.758306254,-18.25575499,21.48939371
CBTS3 (37),Cow,7.912729585,0.555103492,0.641744209,16.56046854,12.33869675,17.31439582,6.881781109,10.37494869,5.916281765,13.1464753,-4.407616226,-17.71007865,21.71247413
CBTS3 (38),Cow,9.548808672,0.465424091,0.537261953,16.7474273,11.8317677,17.5090086,7.359070108,8.828505411,5.020512696,13.68805887,-4.839969694,-17.72886426,20.73022304
CBTS3 (39),Cow,9.483677917,0.565991828,0.496718602,16.02864251,13.0546134,16.76023871,6.522263597,9.584239737,5.504041867,13.05533691,-4.335242071,-16.38720216,20.60600581
CBTS3 (4),Cow,7.469822694,0.647666009,0.737304672,17.24482828,11.33795834,18.02702255,7.515591564,10.46398395,6.027327351,12.63591296,-4.003121135,-16.23324466,21.08566299
CBTS3 (40),Cow,8.365314261,0.572344005,0.599816543,16.49136509,12.39816312,17.24171037,6.849689749,10.16466892,5.819636476,13.03390153,-4.315998487,-17.0782612,21.3064918
CBTS3 (43),Cow,10.94356233,0.390536691,0.420299411,15.8892788,13.16247323,16.6153512,6.651514215,8.275815045,4.682242653,14.12540174,-5.198447672,-18.69061578,20.77562018
CBTS3 (44),Cow,8.962563994,0.48350665,0.561202442,16.54313545,12.24077266,17.29604518,7.031270887,9.50350473,5.402535356,13.58032756,-4.750178566,-18.13902262,21.37841798
CBTS3 (46),Cow,10.83843323,0.425995578,0.406757856,15.54870589,13.79834833,16.26120506,6.307495119,8.429837941,4.791738202,13.89525825,-5.010720038,-17.94753235,20.54813801
CBTS3 (47),Cow,9.088600482,0.732009892,0.498219914,15.68968116,13.81385218,16.40787977,6.087485439,10.26157605,5.998031908,12.17437502,-3.630665322,-14.39680705,20.0352099
CBTS3 (48),Cow,8.785254163,0.45460948,0.603538568,16.98861036,11.56332928,17.76000735,7.516648402,9.251209094,5.245632104,13.75592457,-4.892738649,-18.50149186,21.37722266
CBTS3 (5),Cow,8.155039192,0.577454464,0.622004225,16.56941132,12.29783282,17.3240887,6.90761681,10.25988667,5.872743966,13.02023054,-4.306323707,-17.15514098,21.39824957
CBTS3 (50),Cow,7.397751603,0.501290418,0.710832967,16.80769178,12.07782002,17.57208384,7.06539008,10.72618261,6.070499062,13.49416935,-4.682552364,-19.15704242,22.51519654
CBTS3 (51),Cow,9.502181919,0.457845714,0.512853069,16.301052,12.59765334,17.04375532,6.83778423,9.31549324,5.284556754,13.71650561,-4.863676433,-18.38525759,21.36365507
CBTS3 (53),Cow,11.3031401,0.412600516,0.424729248,16.25842585,12.47861918,16.99925968,7.064178004,7.923829667,4.504949976,14.01607571,-5.104923494,-17.7381329,20.0592925
CBTS3 (55),Cow,6.353484108,1.02244061,0.843070891,16.92051714,12.00948615,17.68894851,6.901743704,11.92811108,7.07849308,10.65340882,-2.478062906,-12.55024902,19.95232225
CBTS3 (56),Cow,9.845955277,0.493739204,0.496996723,16.35863368,12.44970799,17.10416089,6.941787907,9.027422188,5.155200255,13.50815576,-4.693600372,-17.26640509,20.65972594
CBTS3 (57),Cow,8.713314071,0.482932354,0.583516132,16.61546807,12.214331,17.37077064,7.057657695,9.744827634,5.5372231,13.58415544,-4.752936744,-18.43667329,21.66924897
CBTS3 (58),Cow,9.854326927,0.568929276,0.480615748,16.09218806,12.89313342,16.8268979,6.631688496,9.302099861,5.352906348,13.05748951,-4.336558956,-15.98639799,20.21788342
CBTS3 (59),Cow,10.81797584,0.454974235,0.41752648,15.74609079,13.39647498,16.46630097,6.482399336,8.430201689,4.804539922,13.72568882,-4.872360356,-17.24705048,20.20954666
CBTS3 (6),Cow,8.777416496,0.618605863,0.551876422,16.218278,12.86416436,16.95837183,6.595008355,10.14866654,5.841965739,12.75781101,-4.102240698,-16.18335216,20.86556355
CBTS3 (62),Cow,10.82198454,0.466409707,0.437252634,16.12212953,12.74717276,16.85857146,6.833505186,8.42389313,4.810223869,13.67097937,-4.826661087,-17.03314449,20.10113144
CBTS3 (63),Cow,12.12443216,0.416380003,0.373525622,15.81328362,13.1662078,16.5368637,6.722446857,7.500653162,4.280120813,13.98627758,-5.082692325,-16.91920705,19.29629734
CBTS3 (64),Cow,9.91893589,0.449188593,0.409235497,14.88036993,15.23014003,15.56498594,5.678152224,8.674248091,4.946951726,13.74082621,-4.882702843,-17.73014425,20.63839422
CBTS3 (65),Cow,9.170075189,0.624131521,0.436002769,14.7429321,15.62503445,15.42198898,5.420984522,9.429999149,5.465934383,12.68246123,-4.046840566,-14.99198671,19.7947368
CBTS3 (67),Cow,9.235242988,0.691611282,0.457951025,15.15935067,14.8916999,15.85628103,5.669048113,10.03640007,5.835878744,12.31528743,-3.759313602,-14.57327942,19.96262191
CBTS3 (68),Cow,11.11611728,0.445083154,0.378727191,15.20837718,14.40190347,15.90700645,6.081565924,7.985209278,4.565092778,13.76492403,-4.907080579,-16.83701177,19.66639671
CBTS3 (69),Cow,6.088377985,1.220025537,0.83528048,16.46481453,12.65770613,17.21391015,6.374468097,12.42020481,7.494943634,9.794710633,-1.807601205,-10.89502763,19.18188834
CBTS3 (70),Cow,7.847438404,0.626145439,0.660476047,16.74140237,12.02079135,17.50226843,7.035261715,10.41396331,5.985696227,12.73976593,-4.085311045,-16.44710166,21.15535996
CBTS3 (71),Cow,7.315010888,0.821316771,0.7620285,17.35744609,11.09841468,18.14395559,7.548845183,10.74889575,6.300834477,11.72367511,-3.287409655,-13.67379601,19.91942872
CBTS3 (72),Cow,6.507648636,0.922063009,0.867407313,17.40055448,11.17143936,18.18949747,7.453151262,11.45462953,6.745038589,11.15422898,-2.862879763,-13.18429879,20.04856068
CBTS3 (76),Cow,6.129952509,1.101235551,0.918848735,17.35786421,11.22885854,18.14500661,7.312478026,11.8896305,7.105626641,10.29863352,-2.210980299,-11.45028075,19.23703402
CBTS3 (77),Cow,7.638762018,0.847400672,0.823441516,18.45501958,9.915916651,19.28787714,8.632008313,11.00547872,6.445457397,11.61009025,-3.211343765,-13.92188105,20.21133164
CBTS3 (78),Cow,7.655051936,0.681673639,0.816978802,18.40376504,9.914364548,19.23364887,8.66214784,10.63599184,6.132993337,12.49563109,-3.893581138,-15.94453158,21.04052506
CBTS3 (79),Cow,6.632939499,0.891361463,0.863383343,17.54049808,10.9720355,18.33564906,7.639326742,11.22486212,6.592225153,11.31350942,-2.993113687,-13.38990125,20.03130523
CBTS3 (8),Cow,7.522072601,0.528390976,0.67675243,16.54070902,12.49946115,17.29385728,6.799884166,10.77568932,6.122288747,13.32046419,-4.541648146,-18.66073421,22.34751279
